"","well","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","combined_data$Strain_nice"
"4410","4410_B5_P. baetica 2_",0,1,1,1,1,0,1,0,"P. baetica 2"
"4411","4411_E9_P. baetica 2_",1,1,0,0,0,1,0,1,"P. baetica 2"
"4412","4412_C8_P. baetica 2_",0,0,0,0,0,0,0,0,"P. baetica 2"
"4413","4413_E9_P. baetica 2_",0,0,0,0,0,0,0,0,"P. baetica 2"
"4414","4414_D3_P. baetica 2_",1,0,1,0,1,1,1,0,"P. baetica 2"
"4415","4415_B7_P. baetica 2_",0,0,0,0,1,0,1,1,"P. baetica 2"
"4416","4416_D2_P. baetica 2_",0,1,1,1,0,1,1,1,"P. baetica 2"
"4417","4417_E11_P. baetica 2_",1,1,0,1,0,0,1,1,"P. baetica 2"
"4418","4418_D2_P. baetica 2_",1,0,0,1,0,0,1,1,"P. baetica 2"
"4419","4419_E5_P. baetica 2_",0,0,0,0,0,0,0,0,"P. baetica 2"
"4420","4420_F6_P. baetica 2_",0,0,0,0,1,1,1,0,"P. baetica 2"
"4421","4421_G6_P. baetica 2_",0,0,0,1,0,0,0,1,"P. baetica 2"
"4422","4422_E4_P. baetica 2_",0,1,1,0,0,0,0,0,"P. baetica 2"
"4423","4423_G5_P. baetica 2_",0,0,1,0,0,1,0,0,"P. baetica 2"
"4424","4424_B7_P. baetica 2_",0,0,0,0,0,0,0,0,"P. baetica 2"
"4425","4425_G8_P. baetica 2_",1,1,0,0,0,0,0,1,"P. baetica 2"
"4426","4426_F6_P. baetica 2_",0,1,0,1,1,1,0,1,"P. baetica 2"
"4427","4427_C9_P. baetica 2_",1,1,0,0,1,0,0,1,"P. baetica 2"
"4428","4428_B9_P. baetica 2_",1,0,1,1,0,0,0,0,"P. baetica 2"
"4429","4429_G8_P. baetica 2_",0,0,0,0,1,1,1,1,"P. baetica 2"
"4430","4430_C6_P. baetica 2_",0,0,1,0,0,0,0,1,"P. baetica 2"
"4431","4431_E8_P. baetica 2_",0,0,0,1,1,0,1,1,"P. baetica 2"
"4432","4432_F2_P. baetica 2_",1,0,1,1,1,0,0,1,"P. baetica 2"
"4433","4433_F4_P. baetica 2_",0,1,1,0,0,0,1,1,"P. baetica 2"
"4434","4434_F4_P. baetica 2_",0,1,0,1,0,0,0,0,"P. baetica 2"
"4435","4435_E6_P. baetica 2_",0,0,0,0,0,0,0,0,"P. baetica 2"
"4436","4436_G11_P. baetica 2_",1,1,0,0,1,1,0,1,"P. baetica 2"
"4437","4437_F6_P. baetica 2_",0,0,1,1,1,0,1,0,"P. baetica 2"
"4438","4438_E5_P. baetica 2_",0,1,1,1,0,1,0,1,"P. baetica 2"
"4439","4439_C5_P. baetica 2_",0,1,1,1,1,0,0,1,"P. baetica 2"
"4440","4440_G5_P. baetica 2_",0,1,0,0,1,1,1,0,"P. baetica 2"
"4441","4441_D9_P. baetica 2_",1,1,1,1,0,0,1,0,"P. baetica 2"
"4442","4442_E2_P. baetica 2_",1,0,0,0,1,1,1,0,"P. baetica 2"
"4443","4443_C5_P. baetica 2_",0,1,0,0,0,0,1,0,"P. baetica 2"
"4444","4444_B4_P. baetica 2_",0,1,1,0,1,0,1,0,"P. baetica 2"
"4445","4445_F7_P. baetica 2_",0,0,0,0,0,0,0,0,"P. baetica 2"
"4446","4446_E8_P. baetica 2_",1,1,0,0,0,1,0,0,"P. baetica 2"
"4447","4447_C3_P. baetica 2_",0,0,0,0,0,0,0,1,"P. baetica 2"
"4448","4448_F2_P. baetica 2_",0,1,0,1,0,0,1,0,"P. baetica 2"
"4449","4449_F9_P. baetica 2_",1,1,1,0,1,1,0,0,"P. baetica 2"
"4450","4450_E4_P. baetica 2_",0,0,1,1,0,0,0,1,"P. baetica 2"
"4451","4451_F2_P. baetica 2_",0,0,0,0,1,0,0,0,"P. baetica 2"
"4452","4452_C10_P. baetica 2_",1,1,1,0,0,1,1,0,"P. baetica 2"
"4453","4453_D7_P. baetica 2_",0,0,1,1,0,0,1,1,"P. baetica 2"
"4454","4454_F5_P. baetica 2_",0,0,1,0,1,0,0,0,"P. baetica 2"
"4455","4455_G7_P. baetica 2_",1,1,1,0,0,0,1,0,"P. baetica 2"
"4456","4456_G5_P. baetica 2_",0,0,1,0,0,1,0,0,"P. baetica 2"
"4457","4457_C2_P. baetica 2_",0,1,0,0,0,0,0,0,"P. baetica 2"
"4458","4458_D11_P. baetica 2_",1,0,0,0,0,0,1,1,"P. baetica 2"
"4459","4459_F7_P. baetica 2_",0,0,0,0,0,0,0,0,"P. baetica 2"
"4460","4460_G9_P. baetica 2_",1,1,1,0,1,0,1,0,"P. baetica 2"
"4461","4461_C9_P. baetica 2_",1,0,1,0,1,0,0,0,"P. baetica 2"
"4462","4462_C4_P. baetica 2_",0,1,1,1,1,1,1,1,"P. baetica 2"
"4463","4463_G6_P. baetica 2_",0,0,1,1,1,0,0,1,"P. baetica 2"
"4464","4464_C9_P. baetica 2_",1,0,1,0,1,0,0,0,"P. baetica 2"
"4465","4465_C6_P. baetica 2_",0,0,0,0,0,0,0,0,"P. baetica 2"
"4466","4466_E10_P. baetica 2_",1,0,0,0,1,1,0,0,"P. baetica 2"
"4467","4467_E7_P. baetica 2_",0,0,0,0,0,1,1,0,"P. baetica 2"
"4468","4468_B6_P. baetica 2_",0,0,0,1,1,0,0,1,"P. baetica 2"
"4469","4469_E7_P. baetica 2_",0,0,0,0,0,1,1,0,"P. baetica 2"
"4470","4470_E5_P. baetica 2_",0,0,1,0,0,0,1,1,"P. baetica 2"
"4471","4471_F5_P. baetica 2_",0,1,1,1,0,0,1,1,"P. baetica 2"
"4472","4472_B7_P. baetica 2_",0,0,0,0,1,1,0,0,"P. baetica 2"
"4473","4473_C3_P. baetica 2_",1,0,1,1,0,0,1,1,"P. baetica 2"
"4474","4474_C9_P. baetica 2_",1,1,1,1,0,1,0,0,"P. baetica 2"
"4475","4475_G2_P. baetica 2_",0,0,0,0,0,1,0,0,"P. baetica 2"
"4476","4476_G2_P. baetica 2_",1,0,1,1,0,1,1,0,"P. baetica 2"
"4477","4477_E7_P. baetica 2_",0,0,0,0,0,1,1,0,"P. baetica 2"
"4478","4478_G9_P. baetica 2_",1,0,1,1,1,0,0,0,"P. baetica 2"
"4479","4479_G8_P. baetica 2_",1,1,0,0,1,1,0,0,"P. baetica 2"
"4480","4480_E3_P. baetica 2_",1,0,1,0,1,1,0,1,"P. baetica 2"
"4481","4481_D9_P. baetica 2_",0,0,0,0,0,0,0,0,"P. baetica 2"
"4482","4482_G3_P. baetica 2_",1,0,1,0,0,1,1,1,"P. baetica 2"
"4483","4483_B9_P. baetica 2_",1,1,0,0,1,0,1,0,"P. baetica 2"
"4484","4484_E4_P. baetica 2_",1,0,0,1,0,1,1,1,"P. baetica 2"
"4485","4485_C6_P. baetica 2_",0,0,0,0,0,0,0,0,"P. baetica 2"
"4486","4486_G8_P. baetica 2_",1,1,1,1,0,1,1,0,"P. baetica 2"
"4487","4487_D5_P. baetica 2_",0,1,0,1,0,1,1,0,"P. baetica 2"
"4488","4488_C3_P. baetica 2_",1,1,1,1,1,1,0,1,"P. baetica 2"
"4489","4489_D11_P. baetica 2_",1,1,0,1,0,1,0,1,"P. baetica 2"
"4490","4490_B6_P. baetica 2_",0,1,1,0,1,1,0,1,"P. baetica 2"
"4491","4491_F4_P. baetica 2_",0,0,0,0,0,0,0,0,"P. baetica 2"
"4492","4492_B11_P. baetica 2_",0,0,0,0,0,0,0,0,"P. baetica 2"
"4493","4493_F9_P. baetica 2_",1,0,1,0,0,0,0,1,"P. baetica 2"
"4494","4494_B7_P. baetica 2_",0,1,0,1,0,1,1,1,"P. baetica 2"
"4495","4495_D7_P. baetica 2_",0,0,0,0,0,0,0,0,"P. baetica 2"
"4496","4496_D9_P. baetica 2_",0,0,0,0,0,0,0,0,"P. baetica 2"
"4497","4497_B11_P. baetica 2_",0,0,0,0,0,0,0,0,"P. baetica 2"
"4498","4498_B8_P. baetica 2_",1,1,1,0,0,0,0,0,"P. baetica 2"
"4499","4499_C4_P. baetica 2_",0,1,1,1,1,1,1,1,"P. baetica 2"
"4500","4500_C7_P. baetica 2_",0,0,0,0,0,1,1,1,"P. baetica 2"
"4501","4501_C7_R. herbae_",0,1,0,0,1,1,1,1,"R. herbae"
"4502","4502_G10_R. herbae_",1,0,1,0,1,0,0,1,"R. herbae"
"4503","4503_E11_R. herbae_",0,1,1,1,0,0,0,0,"R. herbae"
"4504","4504_F4_R. herbae_",0,1,0,1,0,0,0,0,"R. herbae"
"4505","4505_G11_R. herbae_",0,1,1,0,0,1,0,0,"R. herbae"
"4506","4506_G5_R. herbae_",0,1,0,0,1,1,1,0,"R. herbae"
"4507","4507_D9_R. herbae_",1,1,1,0,1,1,1,0,"R. herbae"
"4508","4508_D6_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4509","4509_F11_R. herbae_",0,1,1,0,1,0,0,0,"R. herbae"
"4510","4510_C7_R. herbae_",0,1,0,0,1,1,1,1,"R. herbae"
"4511","4511_G10_R. herbae_",1,1,0,1,1,0,1,0,"R. herbae"
"4512","4512_C6_R. herbae_",0,1,0,0,1,0,1,1,"R. herbae"
"4513","4513_C4_R. herbae_",0,0,1,1,0,1,0,0,"R. herbae"
"4514","4514_G8_R. herbae_",0,0,0,0,1,1,1,1,"R. herbae"
"4515","4515_C9_R. herbae_",1,1,1,1,0,0,1,1,"R. herbae"
"4516","4516_E11_R. herbae_",1,0,0,1,1,1,0,0,"R. herbae"
"4517","4517_D3_R. herbae_",0,1,1,1,0,1,0,0,"R. herbae"
"4518","4518_E11_R. herbae_",1,0,1,0,1,1,1,1,"R. herbae"
"4519","4519_E10_R. herbae_",1,1,1,0,0,0,1,1,"R. herbae"
"4520","4520_G11_R. herbae_",1,0,0,1,1,0,0,1,"R. herbae"
"4521","4521_E3_R. herbae_",0,1,0,0,0,1,1,0,"R. herbae"
"4522","4522_E9_R. herbae_",1,1,1,0,1,1,0,1,"R. herbae"
"4523","4523_G8_R. herbae_",1,1,0,0,1,1,0,0,"R. herbae"
"4524","4524_E7_R. herbae_",0,0,1,0,1,1,1,0,"R. herbae"
"4525","4525_C2_R. herbae_",1,0,0,1,0,1,0,1,"R. herbae"
"4526","4526_F10_R. herbae_",1,1,0,1,1,1,0,0,"R. herbae"
"4527","4527_C10_R. herbae_",1,0,1,1,0,0,1,0,"R. herbae"
"4528","4528_D10_R. herbae_",1,1,0,1,1,0,1,1,"R. herbae"
"4529","4529_E2_R. herbae_",0,0,0,1,0,0,0,0,"R. herbae"
"4530","4530_D8_R. herbae_",1,1,0,1,0,1,0,0,"R. herbae"
"4531","4531_D9_R. herbae_",1,1,0,0,0,1,1,0,"R. herbae"
"4532","4532_F9_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4533","4533_D11_R. herbae_",1,0,1,0,0,0,1,1,"R. herbae"
"4534","4534_E5_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4535","4535_D9_R. herbae_",1,1,1,0,1,1,1,0,"R. herbae"
"4536","4536_B9_R. herbae_",1,0,1,1,0,0,0,0,"R. herbae"
"4537","4537_D4_R. herbae_",0,1,1,0,0,1,1,0,"R. herbae"
"4538","4538_B10_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4539","4539_B6_R. herbae_",0,0,1,0,0,0,1,0,"R. herbae"
"4540","4540_G9_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4541","4541_F3_R. herbae_",1,0,0,1,0,0,0,0,"R. herbae"
"4542","4542_D6_R. herbae_",0,0,0,1,0,1,0,1,"R. herbae"
"4543","4543_E2_R. herbae_",0,1,1,0,1,1,1,1,"R. herbae"
"4544","4544_C2_R. herbae_",1,0,0,1,0,1,0,1,"R. herbae"
"4545","4545_F9_R. herbae_",1,0,1,0,0,0,0,1,"R. herbae"
"4546","4546_B4_R. herbae_",1,0,0,0,0,1,0,0,"R. herbae"
"4547","4547_B8_R. herbae_",1,1,1,0,0,0,0,0,"R. herbae"
"4548","4548_C10_R. herbae_",1,0,0,1,0,0,1,0,"R. herbae"
"4549","4549_C2_R. herbae_",0,1,0,0,0,0,0,0,"R. herbae"
"4550","4550_F3_R. herbae_",0,1,0,0,0,1,0,1,"R. herbae"
"4551","4551_G10_R. herbae_",1,0,1,0,1,0,0,1,"R. herbae"
"4552","4552_B4_R. herbae_",0,0,1,1,1,0,0,0,"R. herbae"
"4553","4553_F5_R. herbae_",0,1,1,1,0,0,1,1,"R. herbae"
"4554","4554_C4_R. herbae_",1,0,0,1,1,1,0,1,"R. herbae"
"4555","4555_E9_R. herbae_",1,1,1,1,0,0,0,1,"R. herbae"
"4556","4556_C6_R. herbae_",0,1,0,0,1,0,1,1,"R. herbae"
"4557","4557_B9_R. herbae_",1,1,1,1,1,0,0,0,"R. herbae"
"4558","4558_C9_R. herbae_",1,0,1,0,1,0,0,0,"R. herbae"
"4559","4559_B10_R. herbae_",1,1,0,1,1,1,1,0,"R. herbae"
"4560","4560_G8_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4561","4561_B5_R. herbae_",0,0,1,0,1,0,0,1,"R. herbae"
"4562","4562_B5_R. herbae_",0,1,0,0,0,1,0,0,"R. herbae"
"4563","4563_E5_R. herbae_",0,1,0,1,0,1,0,1,"R. herbae"
"4564","4564_G11_R. herbae_",1,0,0,1,1,0,0,1,"R. herbae"
"4565","4565_D7_R. herbae_",0,0,1,1,0,0,1,1,"R. herbae"
"4566","4566_B10_R. herbae_",1,0,0,1,0,1,0,0,"R. herbae"
"4567","4567_E7_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4568","4568_E6_R. herbae_",0,1,0,1,1,1,1,0,"R. herbae"
"4569","4569_B11_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4570","4570_E5_R. herbae_",0,0,1,1,0,0,0,0,"R. herbae"
"4571","4571_E2_R. herbae_",0,1,0,1,0,1,0,0,"R. herbae"
"4572","4572_C6_R. herbae_",0,1,0,0,1,0,1,1,"R. herbae"
"4573","4573_G5_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4574","4574_E10_R. herbae_",1,0,0,0,1,1,0,0,"R. herbae"
"4575","4575_D11_R. herbae_",1,0,0,0,0,0,1,1,"R. herbae"
"4576","4576_E6_R. herbae_",0,1,0,1,1,1,1,0,"R. herbae"
"4577","4577_D3_R. herbae_",1,0,1,0,1,1,1,0,"R. herbae"
"4578","4578_B11_R. herbae_",1,1,0,1,1,0,0,1,"R. herbae"
"4579","4579_D2_R. herbae_",0,1,0,1,1,0,0,0,"R. herbae"
"4580","4580_C3_R. herbae_",0,0,0,0,0,0,0,1,"R. herbae"
"4581","4581_B4_R. herbae_",1,0,1,1,1,1,1,1,"R. herbae"
"4582","4582_D2_R. herbae_",0,0,1,0,0,0,0,0,"R. herbae"
"4583","4583_B2_R. herbae_",1,0,0,1,0,1,1,0,"R. herbae"
"4584","4584_B7_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4585","4585_G8_R. herbae_",1,1,1,1,0,1,1,0,"R. herbae"
"4586","4586_F5_R. herbae_",0,1,0,1,0,0,1,1,"R. herbae"
"4587","4587_B4_R. herbae_",0,0,1,1,1,0,0,0,"R. herbae"
"4588","4588_B3_R. herbae_",0,1,0,0,1,1,0,0,"R. herbae"
"4589","4589_E3_R. herbae_",1,0,1,0,0,0,0,0,"R. herbae"
"4590","4590_G2_R. herbae_",0,1,0,1,0,0,0,1,"R. herbae"
"4591","4591_E11_R. herbae_",1,0,0,1,1,1,0,0,"R. herbae"
"4592","4592_B11_R. herbae_",1,0,1,0,0,1,1,0,"R. herbae"
"4593","4593_C8_R. herbae_",1,1,0,1,0,0,0,0,"R. herbae"
"4594","4594_C9_R. herbae_",1,1,1,1,0,1,0,0,"R. herbae"
"4595","4595_E9_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4596","4596_E10_R. herbae_",1,0,1,0,1,1,0,0,"R. herbae"
"4597","4597_F2_R. herbae_",1,0,0,0,1,1,0,1,"R. herbae"
"4598","4598_B10_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4599","4599_G8_R. herbae_",0,0,0,0,1,1,1,1,"R. herbae"
"4600","4600_G6_R. herbae_",0,0,1,1,1,0,0,1,"R. herbae"
"4601","4601_E10_R. herbae_",1,1,1,0,0,0,1,1,"R. herbae"
"4602","4602_D7_R. herbae_",1,1,1,1,0,0,0,0,"R. herbae"
"4603","4603_E9_R. herbae_",1,1,1,1,0,0,0,1,"R. herbae"
"4604","4604_E4_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4605","4605_D2_R. herbae_",1,0,1,1,1,1,0,0,"R. herbae"
"4606","4606_D2_R. herbae_",1,0,1,1,1,1,0,0,"R. herbae"
"4607","4607_G2_R. herbae_",0,0,0,0,0,1,0,0,"R. herbae"
"4608","4608_C5_R. herbae_",0,1,0,0,0,0,1,0,"R. herbae"
"4609","4609_C6_R. herbae_",0,1,1,0,1,0,1,1,"R. herbae"
"4610","4610_E8_R. herbae_",1,1,1,1,1,0,1,0,"R. herbae"
"4611","4611_G3_R. herbae_",0,1,1,0,1,1,0,0,"R. herbae"
"4612","4612_C6_R. herbae_",0,0,1,0,0,0,0,1,"R. herbae"
"4613","4613_F4_R. herbae_",0,1,0,1,0,0,0,0,"R. herbae"
"4614","4614_F9_R. herbae_",1,1,1,0,1,1,0,0,"R. herbae"
"4615","4615_D3_R. herbae_",1,1,1,1,1,0,1,1,"R. herbae"
"4616","4616_D4_R. herbae_",1,0,0,1,1,0,1,1,"R. herbae"
"4617","4617_E9_R. herbae_",1,1,1,0,1,1,0,1,"R. herbae"
"4618","4618_G9_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4619","4619_D4_R. herbae_",1,0,0,0,0,0,0,1,"R. herbae"
"4620","4620_D7_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4621","4621_F10_R. herbae_",1,0,1,0,1,0,1,0,"R. herbae"
"4622","4622_F2_R. herbae_",1,0,1,1,1,0,0,1,"R. herbae"
"4623","4623_B2_R. herbae_",1,1,0,0,1,0,1,1,"R. herbae"
"4624","4624_D2_R. herbae_",0,0,1,0,0,0,0,0,"R. herbae"
"4625","4625_D3_R. herbae_",1,1,0,0,0,0,0,0,"R. herbae"
"4626","4626_C11_R. herbae_",1,1,0,1,0,1,1,0,"R. herbae"
"4627","4627_F4_R. herbae_",1,0,0,0,1,1,1,1,"R. herbae"
"4628","4628_B5_R. herbae_",0,0,1,0,1,0,0,1,"R. herbae"
"4629","4629_E6_R. herbae_",0,0,0,1,0,1,0,0,"R. herbae"
"4630","4630_F6_R. herbae_",0,0,1,1,1,0,1,0,"R. herbae"
"4631","4631_C10_R. herbae_",1,0,1,1,0,0,1,0,"R. herbae"
"4632","4632_F9_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4633","4633_G10_R. herbae_",1,1,0,1,1,0,1,0,"R. herbae"
"4634","4634_C4_R. herbae_",0,0,1,1,0,1,0,0,"R. herbae"
"4635","4635_E7_R. herbae_",0,0,0,0,0,1,1,0,"R. herbae"
"4636","4636_F8_R. herbae_",0,0,0,1,0,1,1,1,"R. herbae"
"4637","4637_G8_R. herbae_",1,1,1,1,0,1,1,0,"R. herbae"
"4638","4638_E6_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4639","4639_D5_R. herbae_",0,1,0,1,0,1,1,0,"R. herbae"
"4640","4640_F6_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4641","4641_D5_R. herbae_",0,1,0,0,0,0,0,1,"R. herbae"
"4642","4642_D10_R. herbae_",1,0,0,1,0,0,0,1,"R. herbae"
"4643","4643_E7_R. herbae_",1,1,1,0,1,0,0,0,"R. herbae"
"4644","4644_E10_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4645","4645_G10_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4646","4646_E11_R. herbae_",1,0,1,0,1,1,1,1,"R. herbae"
"4647","4647_F8_R. herbae_",1,1,0,0,0,0,1,0,"R. herbae"
"4648","4648_D10_R. herbae_",1,1,0,1,1,0,1,1,"R. herbae"
"4649","4649_G8_R. herbae_",1,1,1,1,0,1,1,0,"R. herbae"
"4650","4650_G10_R. herbae_",1,0,1,0,1,0,0,1,"R. herbae"
"4651","4651_B3_R. herbae_",1,1,1,1,1,1,1,0,"R. herbae"
"4652","4652_G8_R. herbae_",1,1,0,0,1,1,0,0,"R. herbae"
"4653","4653_C3_R. herbae_",1,1,1,1,1,1,0,1,"R. herbae"
"4654","4654_E5_R. herbae_",0,0,1,1,0,0,0,0,"R. herbae"
"4655","4655_G5_R. herbae_",0,0,0,1,1,0,1,0,"R. herbae"
"4656","4656_G3_R. herbae_",0,1,1,0,1,1,0,0,"R. herbae"
"4657","4657_E8_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4658","4658_E11_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4659","4659_D3_R. herbae_",1,0,1,0,1,1,1,0,"R. herbae"
"4660","4660_B3_R. herbae_",0,1,0,0,1,1,0,0,"R. herbae"
"4661","4661_D7_R. herbae_",0,0,0,0,1,0,0,1,"R. herbae"
"4662","4662_D2_R. herbae_",0,1,1,1,0,1,1,1,"R. herbae"
"4663","4663_E9_R. herbae_",1,0,1,0,0,0,1,0,"R. herbae"
"4664","4664_B9_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4665","4665_C5_R. herbae_",0,1,1,1,1,0,0,1,"R. herbae"
"4666","4666_D11_R. herbae_",1,0,1,0,0,0,1,1,"R. herbae"
"4667","4667_E6_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4668","4668_D9_R. herbae_",1,1,0,0,0,1,1,0,"R. herbae"
"4669","4669_D7_R. herbae_",0,0,1,1,0,0,1,1,"R. herbae"
"4670","4670_D4_R. herbae_",1,1,1,1,1,1,1,1,"R. herbae"
"4671","4671_D7_R. herbae_",0,0,0,0,1,0,0,1,"R. herbae"
"4672","4672_D4_R. herbae_",1,0,0,0,0,0,0,1,"R. herbae"
"4673","4673_C5_R. herbae_",0,1,0,1,1,0,0,1,"R. herbae"
"4674","4674_D11_R. herbae_",1,0,1,1,0,1,1,1,"R. herbae"
"4675","4675_B4_R. herbae_",0,1,1,0,1,0,1,0,"R. herbae"
"4676","4676_F7_R. herbae_",0,0,1,0,1,1,0,1,"R. herbae"
"4677","4677_F6_R. herbae_",0,0,0,1,0,0,1,0,"R. herbae"
"4678","4678_B9_R. herbae_",1,1,1,1,1,0,0,0,"R. herbae"
"4679","4679_F9_R. herbae_",1,1,0,0,0,0,1,1,"R. herbae"
"4680","4680_C8_R. herbae_",1,1,0,1,1,0,0,0,"R. herbae"
"4681","4681_E8_R. herbae_",0,0,0,1,1,0,1,1,"R. herbae"
"4682","4682_E3_R. herbae_",1,0,1,0,1,1,0,1,"R. herbae"
"4683","4683_E3_R. herbae_",0,1,0,0,0,1,1,0,"R. herbae"
"4684","4684_F2_R. herbae_",0,0,0,0,1,0,0,0,"R. herbae"
"4685","4685_E4_R. herbae_",0,0,1,1,0,0,0,1,"R. herbae"
"4686","4686_G2_R. herbae_",1,0,1,1,0,1,1,0,"R. herbae"
"4687","4687_E2_R. herbae_",1,0,0,0,1,1,1,0,"R. herbae"
"4688","4688_F10_R. herbae_",1,1,0,0,1,1,1,1,"R. herbae"
"4689","4689_F6_R. herbae_",0,0,1,1,1,0,1,0,"R. herbae"
"4690","4690_E7_R. herbae_",1,1,1,0,1,0,0,0,"R. herbae"
"4691","4691_F8_R. herbae_",1,1,0,0,0,0,1,0,"R. herbae"
"4692","4692_D11_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4693","4693_E7_R. herbae_",0,0,1,1,1,1,0,1,"R. herbae"
"4694","4694_G3_R. herbae_",0,1,1,0,1,1,0,0,"R. herbae"
"4695","4695_G4_R. herbae_",0,1,0,1,1,1,0,0,"R. herbae"
"4696","4696_B11_R. herbae_",1,0,1,1,1,1,0,1,"R. herbae"
"4697","4697_G9_R. herbae_",1,0,0,1,1,0,0,0,"R. herbae"
"4698","4698_F8_R. herbae_",1,1,1,1,1,0,0,1,"R. herbae"
"4699","4699_D3_R. herbae_",1,1,0,0,0,0,0,0,"R. herbae"
"4700","4700_F2_R. herbae_",0,1,0,1,0,0,1,0,"R. herbae"
"4701","4701_C11_R. herbae_",1,1,0,1,0,1,1,0,"R. herbae"
"4702","4702_C5_R. herbae_",0,1,0,0,0,0,1,0,"R. herbae"
"4703","4703_C11_R. herbae_",1,0,0,0,0,1,0,1,"R. herbae"
"4704","4704_G9_R. herbae_",1,1,1,0,1,0,1,0,"R. herbae"
"4705","4705_F9_R. herbae_",1,1,1,0,1,1,0,0,"R. herbae"
"4706","4706_B2_R. herbae_",0,1,1,1,1,1,0,1,"R. herbae"
"4707","4707_G11_R. herbae_",1,0,0,1,1,0,0,1,"R. herbae"
"4708","4708_F11_R. herbae_",1,0,0,1,1,1,1,1,"R. herbae"
"4709","4709_B7_R. herbae_",0,0,0,0,1,1,0,0,"R. herbae"
"4710","4710_C6_R. herbae_",0,1,0,0,1,0,1,1,"R. herbae"
"4711","4711_B2_R. herbae_",0,1,1,1,1,1,0,1,"R. herbae"
"4712","4712_E9_R. herbae_",1,0,1,0,0,0,1,0,"R. herbae"
"4713","4713_C4_R. herbae_",1,0,0,0,0,0,1,0,"R. herbae"
"4714","4714_C11_R. herbae_",1,0,1,0,0,1,0,1,"R. herbae"
"4715","4715_F4_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4716","4716_E4_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4717","4717_B3_R. herbae_",1,1,1,1,1,1,1,0,"R. herbae"
"4718","4718_D4_R. herbae_",1,1,1,1,1,1,1,1,"R. herbae"
"4719","4719_E4_R. herbae_",1,0,0,1,0,1,1,1,"R. herbae"
"4720","4720_F9_R. herbae_",1,1,0,0,0,0,1,1,"R. herbae"
"4721","4721_D5_R. herbae_",0,0,1,0,0,1,0,1,"R. herbae"
"4722","4722_C2_R. herbae_",0,1,1,1,1,0,1,1,"R. herbae"
"4723","4723_B8_R. herbae_",0,0,1,0,1,1,1,1,"R. herbae"
"4724","4724_G9_R. herbae_",1,0,1,1,1,0,0,0,"R. herbae"
"4725","4725_E10_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4726","4726_C7_R. herbae_",0,0,0,0,1,0,1,0,"R. herbae"
"4727","4727_B6_R. herbae_",0,1,0,0,1,1,0,1,"R. herbae"
"4728","4728_B5_R. herbae_",0,1,0,0,0,1,0,0,"R. herbae"
"4729","4729_F8_R. herbae_",0,0,0,1,0,1,1,1,"R. herbae"
"4730","4730_D5_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4731","4731_C9_R. herbae_",1,1,1,1,0,0,1,1,"R. herbae"
"4732","4732_B4_R. herbae_",0,0,1,1,1,0,0,0,"R. herbae"
"4733","4733_F4_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4734","4734_D2_R. herbae_",1,0,1,1,1,1,0,0,"R. herbae"
"4735","4735_G7_R. herbae_",0,0,0,0,0,0,1,1,"R. herbae"
"4736","4736_D10_R. herbae_",0,0,0,0,0,0,0,0,"R. herbae"
"4737","4737_E11_R. herbae_",1,1,0,1,0,0,1,1,"R. herbae"
"4738","4738_F6_R. herbae_",0,1,0,1,1,1,0,1,"R. herbae"
"4739","4739_B5_R. herbae_",0,1,1,1,1,0,1,0,"R. herbae"
